Phrase,Niveau
Je me réveille chaque matin et je salue mes amis.,A1
Je vais acheter des fleurs pour mon anniversaire.,A1
Je me salue les uns les autres quand je rencontre des gens.,A1
Je salue mes amis quand je les vois.,A1
Je parle avec mes amis chaque jour.,A1
Je vais à l'école chaque jour.,A1
Je vais au supermarché pour acheter des fruits et des légumes.,A1
Je vais au marché pour acheter des légumes.,A1
Je suis content de parler avec mes amis.,A1
Je me salue mes amis chaque jour.,A1
Je suis heureux de rencontrer de nouvelles personnes.,A1
Je sors avec mes amis pour aller manger.,A1
Je vais au supermarché avec ma famille.,A1
Je salue mes amis quand je les rencontre.,A1
Je me présente. Mon nom est Joan.,A1
Je me promène dans mon quartier tous les jours pour voir mes amis.,A1
Je fais mon shopping chaque semaine.,A1
Je me lève chaque matin pour aller à l'école et rencontrer mes amis.,A1
Je me lave les mains avant chaque repas.,A1
Je me salue avec mes amis quand je les vois.,A1
Je salue mon voisin chaque jour.,A1
Je vais à l'école chaque jour pour apprendre et interagir avec mes amis.,A1
Je suis heureux de rencontrer de nouvelles personnes.,A1
Je me salue les uns les autres.,A1
Je salue mes amis pour dire bonjour.,A1
Je me sens bien quand je suis entouré par mes amis.,A1
Je vais au marché pour acheter des légumes.,A1
Je vais au supermarché avec ma famille.,A1
Je vais faire les courses avec mon ami.,A1
Je vais à l'école tous les jours.,A1
Je vais acheter des légumes pour le dîner ce soir.,A1
Je me lève tous les jours à 7 heures pour aller à l'école.,A1
Je vais à la boulangerie pour acheter du pain.,A1
Je vais à la boulangerie tous les jours pour acheter du pain.,A1
Je me sens bien quand je passe du temps avec mes amis.,A1
Je me réveille tôt le matin et je salue mes amis.,A1
Je vais me promener avec mes amis.,A1
J'aime passer du temps avec mes amis.,A1
Je salue mes voisins chaque jour.,A1
Je me lève tous les matins pour aller à l'école et apprendre de nouvelles choses.,A1
J'aime parler avec mes amis.,A1
Je dis bonjour à mes amis quand je les vois.,A1
Je vais à l'épicerie pour faire des courses.,A1
Je vais à l'école tous les jours pour apprendre et m'amuser avec mes amis.,A1
Je vais à la boulangerie chaque matin pour acheter du pain.,A1
Je salue mes amis quand je les vois.,A1
Je me salue mes amis et je leur dis bonjour.,A1
Je salue mes amis quand je les vois.,A1
Je vais à l'école tous les jours pour apprendre.,A1
Je me salue les uns les autres dans la rue.,A1
Je vais au supermarché pour acheter des courses.,A1
Je vais au supermarché avec un ami.,A1
Je vais au supermarché pour acheter de la nourriture pour ma famille.,A1
"Je me présente, je m'appelle Aurélie.",A1
Je salue mes amis quand je les vois.,A1
Je me présente à mes amis.,A1
Je me salue mes amis quand je les vois.,A1
Je salue mes voisins quand je les croise.,A1
Je salue mes amis quand je les vois.,A1
Je me salue quand je vois mes amis.,A1
Je vais faire les courses.,A1
Je veux aller au magasin avec mon ami.,A1
Je vais à la piscine avec mes amis.,A1
Je vais à l'école tous les jours.,A1
Je dois aller à la boulangerie aujourd'hui.,A1
Je me salue les uns les autres saluer mes amis.,A1
"Chaque jour, je fais de nouvelles rencontres et je découvre de nouvelles personnes.",A1
Je suis heureux de voir mes amis.,A1
Je m'entends bien avec mes amis.,A1
Je salue mes amis avec un sourire.,A1
Je salue mes amis quand je les vois.,A1
Je vais au supermarché acheter des courses.,A1
Je passe du temps avec mes amis et ma famille pour une vie quotidienne épanouie.,A1
Je me salue les uns les autres avec un sourire.,A1
Je vais acheter des légumes au supermarché.,A1
Je veux aller au supermarché avec mes amis.,A1
Le bonheur est dans le partage avec ses amis.,A1
Je salue les gens que je rencontre dans la rue.,A1
Je salue mes amis quand je les vois.,A1
Je suis content de voir mes amis.,A1
Je salue mes amis chaque jour pour montrer mon amitié.,A1
Je salue mes amis quand je les vois.,A1
Je vais à l'école tous les jours pour apprendre de nouvelles choses et rencontrer mes amis.,A1
Je vais à l'école chaque jour pour apprendre et voir mes amis.,A1
Je me salue et je salue les autres pour montrer mon amitié.,A1
Je salue mes amis quand je les vois.,A1
Je vais rencontrer mes amis ce soir.,A1
Je salue mes amis chaque fois que je les vois.,A1
Je salue mes amis quand je les vois.,A1
Je me lève le matin et je fais des salutations à mes amis.,A1
Je vais à l'école chaque jour.,A1
Je salue mes amis quand je les vois.,A1
Je veux partager un repas avec mes amis ce soir.,A1
Je salue mes amis quand je les vois dans la rue.,A1
Je salue mes amis quand je les vois.,A1
Je veux aller à la bibliothèque avec mes amis.,A1
Je salue mes amis quand je les vois.,A1
Je passe du temps avec mes amis pour m'amuser et socialiser.,A1
Je salue mes amis lorsque je les vois.,A1
Je peux parler avec mes amis.,A1
Je salue mes amis quand je les vois.,A1
Je passe mon temps libre avec mes amis.,A1
Je salue mon voisin quand je le croise.,A1
Je me salue mes amis chaque jour.,A1
Je veux acheter du pain.,A1
Je vais au supermarché pour acheter des choses pour ma famille.,A1
Je salue mes voisins quand je les vois.,A1
Les entreprises font des affaires pour gagner de l'argent.,A1
Les centres commerciaux sont un bon endroit pour acheter des produits à des prix avantageux.,A1
Les entreprises doivent vendre leurs produits et services pour gagner de l'argent.,A1
Les entreprises et les particuliers peuvent réaliser des économies en achetant en ligne.,A1
Les entreprises vendent leurs produits pour gagner de l'argent.,A1
Les entreprises sont importantes pour l'économie car elles créent des emplois et de la richesse.,A1
Les entreprises doivent travailler dur pour réussir dans le monde des affaires.,A1
Le commerce est important pour économiser de l'argent.,A1
La économie et le commerce sont importantes pour l'avenir.,A1
Je veux acheter un nouveau produit.,A1
L'économie et le commerce sont très importants pour l'avenir.,A1
Les commerçants vendent des produits et services pour gagner de l'argent.,A1
Les entreprises doivent réussir pour prospérer dans le monde de l'économie et du commerce.,A1
Les entreprises utilisent l'économie et le commerce pour réussir.,A1
Les entreprises ont besoin de vendre des produits pour réussir dans le commerce.,A1
Les entreprises investissent dans l'économie pour gagner de l'argent.,A1
Les commerçants proposent des produits à acheter.,A1
Les entreprises doivent faire des bénéfices pour réussir.,A1
Les consommateurs peuvent acheter des produits à un prix abordable.,A1
Je veux apprendre à faire des affaires pour gagner de l'argent.,A1
Le commerce est un moyen important d'augmenter l'économie.,A1
Les entreprises peuvent vendre leurs produits en ligne pour augmenter leurs revenus.,A1
L'économie et le commerce sont importants pour l'avenir.,A1
Les commerçants vendent des produits pour gagner de l'argent.,A1
L'économie et le commerce sont importants pour l'amélioration de la qualité de vie.,A1
Le commerce est important pour l'économie.,A1
Le commerce et l'économie sont très importants pour le monde.,A1
Les entrepreneurs font des profits en vendant des produits et en offrant des services.,A1
Les entreprises sont les principaux moteurs de l'économie.,A1
Les commerçants vendent des produits pour gagner de l'argent.,A1
L'économie et le commerce sont très importants pour le monde.,A1
L'économie et le commerce sont très importants pour la vie de tous les jours.,A1
Acheter en ligne est une bonne façon d'économiser de l'argent.,A1
"""Les prix des produits augmentent et les gens dépensent moins d'argent.""",A1
J'aime acheter des choses pour économiser de l'argent.,A1
Les entreprises dépensent de l'argent pour acheter des produits et vendre des services.,A1
Les entreprises achètent et vendent des biens et des services.,A1
Les entreprises cherchent à maximiser leurs profits en achetant des biens à un bon prix et en les vendant à un prix plus élevé.,A1
La finance est très importante pour la réussite d'une entreprise.,A1
Les entreprises sont importantes car elles créent des emplois et contribuent à l'économie.,A1
L'économie et le commerce sont importants pour améliorer la vie des gens.,A1
Le commerce est une activité importante qui permet d'échanger des biens et des services entre les personnes.,A1
Les marchands vendent des produits dans les magasins.,A1
Les produits sont vendus dans les magasins.,A1
Les acheteurs et les vendeurs peuvent négocier des prix pour économiser de l'argent.,A1
"En économie et en commerce, l'argent est très important.",A1
L'économie et le commerce sont importants pour faire croître l'économie.,A1
Les entreprises vendent leurs produits pour faire des profits.,A1
Je veux acheter un nouveau téléphone.,A1
"""Les gens achètent des produits et des services pour obtenir ce dont ils ont besoin.""",A1
Les entreprises doivent gagner de l'argent pour survivre.,A1
L'économie et le commerce sont importantes pour faire croître l'économie.,A1
La banque est un lieu important pour les affaires et l'économie.,A1
Les entreprises sont importantes pour l’économie car elles créent des emplois et des opportunités.,A1
Le commerce entre les pays est très important pour l'économie.,A1
L'économie et le commerce sont essentiels pour le bien-être des gens.,A1
Il est important de connaître les bases de l'économie et du commerce pour réussir dans la vie.,A1
Les entreprises et les consommateurs font commerce pour obtenir des biens et des services.,A1
Le commerce économise de l'argent pour les consommateurs.,A1
Le commerce est une part importante de l'économie.,A1
Les entreprises ont besoin d'argent pour prospérer.,A1
L'économie et le commerce sont très importants pour l'économie de notre pays.,A1
Le commerce international permet aux pays d'accroître leur richesses.,A1
L'économie et le commerce sont importants pour générer des revenus.,A1
Les entreprises investissent dans le commerce pour gagner de l'argent.,A1
Les entrepreneurs sont des personnes qui créent des entreprises pour vendre des produits et des services.,A1
Les entrepreneurs travaillent dur pour développer leurs entreprises et gagner de l'argent.,A1
Le commerce est une activité essentielle pour l'économie.,A1
Les entreprises font des affaires pour gagner de l'argent.,A1
Les commerçants vendent des produits pour gagner de l'argent.,A1
L'argent est important pour faire des affaires.,A1
Les entreprises font des affaires pour gagner de l'argent.,A1
Les commerçants vendent des produits pour gagner de l'argent.,A1
Les entreprises gagnent de l'argent en vendant des produits et des services.,A1
L'économie est importante pour le commerce.,A1
L'économie et le commerce sont importants pour le développement des entreprises.,A1
Je veux acheter des produits économiques.,A1
Le commerce est important pour stimuler l'économie.,A1
L'économie est importante car elle permet aux gens d'acheter et de vendre des produits et des services.,A1
Les entreprises doivent vendre des produits à des prix raisonnables pour réussir.,A1
L'économie et le commerce sont des sujets importants pour nous tous.,A1
Les économies et le commerce sont importants pour l'avenir.,A1
Les commerçants vendent des produits et services pour gagner de l'argent.,A1
Le commerce permet aux gens d'acheter des produits et services dont ils ont besoin.,A1
Tous les citoyens doivent payer des impôts pour soutenir l'économie et favoriser le commerce.,A1
